,,,,01-Dec-16,,02-Dec-16,,03-Dec-16,,04-Dec-16,,05-Dec-16,,06-Dec-16,,07-Dec-16,,08-Dec-16,,09-Dec-16,,10-Dec-16,,11-Dec-16,,12-Dec-16,,13-Dec-16,,14-Dec-16,,15-Dec-16,,16-Dec-16,,17-Dec-16,,18-Dec-16,,19-Dec-16,,20-Dec-16,,21-Dec-16,,22-Dec-16,,23-Dec-16,,24-Dec-16,,25-Dec-16,,26-Dec-16,,27-Dec-16,,28-Dec-16,,29-Dec-16,,30-Dec-16,,31-Dec-16,,01-Jan-17,,02-Jan-17,,03-Jan-17,,04-Jan-17,,05-Jan-17,,06-Jan-17,,07-Jan-17,,08-Jan-17,,09-Jan-17,,10-Jan-17,,11-Jan-17,,12-Jan-17,,13-Jan-17,,14-Jan-17,,15-Jan-17,,16-Jan-17,,17-Jan-17,,18-Jan-17,,19-Jan-17,,20-Jan-17,,21-Jan-17,,22-Jan-17,,23-Jan-17,,24-Jan-17,,25-Jan-17,,26-Jan-17,,27-Jan-17,,28-Jan-17,,29-Jan-17,,30-Jan-17,,31-Jan-17,,01-Feb-17,,02-Feb-17,,03-Feb-17,,04-Feb-17,,05-Feb-17,,06-Feb-17,,07-Feb-17,,08-Feb-17,,09-Feb-17,,10-Feb-17,,11-Feb-17,,12-Feb-17,,13-Feb-17,,14-Feb-17,,15-Feb-17,,16-Feb-17,,17-Feb-17,,18-Feb-17,,19-Feb-17,,20-Feb-17,,21-Feb-17,,22-Feb-17,,23-Feb-17,,24-Feb-17,,25-Feb-17,,26-Feb-17,,27-Feb-17,,28-Feb-17,,01-Mar-17,,02-Mar-17,,03-Mar-17,,04-Mar-17,,05-Mar-17,,06-Mar-17,,07-Mar-17,,08-Mar-17,,09-Mar-17,,10-Mar-17,,11-Mar-17,,12-Mar-17,
London Commissioning Region,,RPY,The Royal Marsden NHS Foundation Trust,16,9,16,9,16,6,16,5,16,5,16,6,16,11,16,14,0,0,0,0,16,11,0,0,16,13,16,15,16,13,16,15,16,14,16,13,16,13,16,16,16,15,16,14,16,13,16,9,16,9,16,9,16,10,16,10,16,12,16,9,16,4,16,5,16,3,16,5,16,8,16,10,16,12,16,10,16,9,16,10,16,11,16,10,16,9,16,14,16,9,16,9,16,10,16,8,16,10,16,13,16,14,16,8,16,8,16,12,16,11,16,16,16,14,16,16,16,14,16,14,16,14,16,16,16,12,12,12,12,11,16,8,16,7,16,12,16,13,16,13,16,16,16,16,16,13,16,9,16,15,16,14,16,16,16,15,16,15,16,12,16,9,16,16,16,16,16,13,16,16,16,14,16,12,16,12,16,16,16,13,16,14,17,12,17,8,17,10,16,10,16,10,16,12,16,12,17,13,17,13,17,11,17,11
London Commissioning Region,,RKE,The Whittington Hospital NHS Trust,15,12,15,12,15,14,15,14,15,13,15,14,15,14,15,11,15,11,15,12,15,13,15,13,0,0,0,0,15,14,15,14,15,12,15,12,15,14,15,13,15,14,15,13,15,14,15,14,15,14,15,13,15,14,15,15,15,15,15,13,15,15,15,15,15,14,15,14,15,14,15,12,15,14,15,14,15,13,15,14,15,13,15,15,15,14,15,1,15,0,15,14,15,15,0,0,0,0,15,15,15,15,15,14,15,10,15,10,15,12,15,12,15,11,15,11,15,13,15,14,15,14,15,15,15,15,15,14,15,15,15,13,15,14,15,12,15,12,15,12,15,14,15,14,15,11,15,12,15,13,15,13,15,13,15,13,15,12,15,12,15,13,15,13,15,15,15,14,15,13,15,11,15,11,15,10,15,12,15,14,15,15,15,11,15,11,15,10,15,11,15,11,15,12,15,2,15,12,15,12,15,12,15,11
London Commissioning Region,,RRV,University College London Hospitals NHS Foundation Trust,128,116,0,0,0,0,64,50,64,52,64,55,64,54,64,50,0,0,0,0,64,55,64,54,0,0,64,48,64,51,0,0,0,0,64,48,64,47,64,49,64,54,64,56,0,0,64,55,64,55,64,63,64,47,64,50,64,48,64,63,64,63,64,64,64,51,64,52,64,54,64,57,64,54,64,56,64,52,64,47,64,50,64,51,64,48,64,49,64,50,64,47,64,50,64,55,64,52,64,48,64,53,64,52,64,51,64,53,64,50,64,52,64,51,64,54,64,52,64,52,64,52,64,57,64,58,64,56,64,55,64,52,64,57,64,53,64,60,64,56,64,55,55,55,55,52,64,48,64,48,64,49,64,50,64,50,35,33,35,30,64,50,64,53,64,55,64,55,64,53,35,34,35,33,64,53,64,50,64,51,64,54,64,49,0,0,0,0,64,49,64,50,64,48,64,48,64,51,0,0,0,0,64,49
Midlands And East Of England Commissioning Region,,RDD,Basildon And Thurrock University Hospitals NHS Foundation Trust,34,34,34,33,0,0,0,0,34,31,34,30,34,34,34,32,34,28,34,28,34,28,34,30,34,30,34,32,34,33,34,33,0,0,34,28,34,31,34,34,34,34,34,32,34,32,34,33,34,33,34,33,34,23,34,27,34,23,34,32,34,29,34,31,34,31,34,34,34,34,34,34,34,33,34,33,34,33,34,33,34,33,34,31,34,29,34,32,34,32,34,29,34,30,34,32,34,33,34,29,34,29,34,28,34,28,34,27,34,23,34,23,34,23,34,24,34,24,34,33,34,34,34,33,34,32,34,33,34,31,34,33,34,27,34,29,34,28,34,24,34,27,34,27,34,28,34,25,34,25,34,25,34,28,34,28,34,26,34,27,34,25,34,27,34,31,34,34,34,32,34,32,34,30,34,29,34,29,34,31,34,33,34,31,34,30,34,31,34,27,34,31,34,34,34,34,34,32,34,32,34,32,34,25
Midlands And East Of England Commissioning Region,,RC1,Bedford Hospital NHS Trust,11,10,11,8,11,10,11,8,11,6,11,7,11,9,11,8,11,7,11,7,11,7,12,12,11,9,11,8,11,8,11,7,11,5,11,8,11,7,11,6,11,6,11,5,11,5,11,4,11,3,11,3,11,3,11,3,11,6,11,6,11,8,11,9,11,9,11,8,11,8,11,6,11,7,11,11,11,9,11,8,11,8,11,8,11,9,11,8,11,8,11,8,11,8,11,9,11,10,11,8,11,9,11,9,11,8,11,8,11,8,11,9,11,10,11,11,11,8,11,7,11,8,11,10,11,10,11,10,11,8,11,7,11,8,11,10,11,9,11,7,11,7,11,9,11,9,11,10,11,10,11,10,11,10,11,10,11,6,11,6,11,4,11,5,11,6,11,8,11,6,11,6,11,5,11,6,11,5,11,5,11,8,11,6,11,5,11,6,11,7,11,7,11,8,11,6,11,7,11,7,11,7,11,9
Midlands And East Of England Commissioning Region,,RQ3,Birmingham Children's Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,4,0,4,2,4,0,4,1,4,3,4,3,4,0,4,4,4,3,4,0,4,1,4,1,4,2,4,2,4,2,4,3,4,1,4,4,4,3,4,4,4,2,4,3,4,4,5,5,4,2,4,4,4,3,4,2,4,1,4,3,4,3,4,3,4,3
Midlands And East Of England Commissioning Region,,RLU,Birmingham Women's NHS Foundation Trust,4,1,4,2,0,0,0,0,4,2,4,1,4,2,4,4,4,2,0,0,0,0,4,2,4,4,4,3,4,4,4,3,0,0,0,0,4,3,4,2,4,0,4,1,4,3,4,2,4,2,4,3,4,2,4,1,4,4,4,1,4,1,4,3,4,3,4,1,4,2,4,2,4,1,4,3,4,2,4,2,4,3,4,2,4,2,4,3,4,2,4,2,4,3,4,3,4,1,4,2,4,3,4,1,4,1,4,1,4,0,4,4,4,3,4,2,4,2,4,1,4,1,4,1,4,0,4,1,4,3,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midlands And East Of England Commissioning Region,,RJF,Burton Hospitals NHS Foundation Trust,10,7,10,7,10,6,10,5,10,6,10,8,10,8,10,7,10,7,10,6,10,6,4,6,10,7,10,7,10,8,10,8,10,8,10,8,10,8,10,8,10,7,10,9,10,7,10,6,10,6,10,5,10,6,10,8,10,4,10,5,10,6,10,7,10,8,10,9,10,10,10,10,10,9,10,9,10,7,10,7,10,9,10,6,10,5,10,8,10,7,10,8,10,6,10,9,10,8,10,9,10,5,10,5,10,5,10,7,10,9,10,8,10,7,10,5,10,6,10,5,10,9,10,8,10,7,10,8,10,10,10,10,10,10,10,8,10,2,10,10,10,9,10,10,10,9,10,9,10,8,10,7,10,5,10,4,10,9,10,8,10,8,10,7,10,7,10,7,10,7,10,7,10,6,10,6,10,6,10,5,10,8,10,7,10,6,10,7,10,7,10,7,10,6,10,5,10,5,10,6,10,5,10,6
Midlands And East Of England Commissioning Region,,RGT,Cambridge University Hospitals NHS Foundation Trust,53,53,53,53,53,52,53,52,58,55,55,52,55,55,55,55,55,55,55,51,55,53,55,55,55,53,55,53,55,53,55,53,55,51,55,51,55,54,55,54,55,53,55,55,55,52,55,54,55,55,55,54,55,54,55,52,55,51,55,49,55,54,55,54,55,53,55,51,55,54,55,51,55,51,55,52,55,53,55,50,55,53,55,53,55,53,55,52,55,53,55,53,55,55,55,53,55,53,55,52,55,55,55,52,88,53,55,53,55,53,55,54,55,54,55,52,55,51,55,52,55,54,55,53,55,55,55,53,55,51,55,52,53,51,53,52,53,51,53,50,53,49,53,49,53,50,53,52,53,49,53,53,53,48,53,51,53,47,53,48,53,46,53,51,53,51,53,51,53,52,53,51,53,49,53,50,53,53,53,53,53,53,53,50,53,53,53,48,53,53,53,53,53,51,53,53,53,52,53,51,53,48,53,51
Midlands And East Of England Commissioning Region,,RFS,Chesterfield Royal Hospital NHS Foundation Trust,15,15,0,0,0,0,15,15,15,13,15,12,15,14,15,13,0,0,0,0,15,14,15,14,15,12,15,15,15,15,0,0,0,0,15,10,15,10,15,10,15,10,15,13,0,0,0,0,0,0,0,0,15,15,15,13,15,10,0,0,0,0,0,0,15,15,16,15,15,13,15,13,0,0,0,0,15,0,15,13,15,10,15,12,15,12,15,14,15,12,15,14,15,12,15,13,15,15,15,13,15,14,15,14,15,12,15,9,15,12,15,14,15,15,15,15,15,15,15,14,15,15,15,12,15,11,15,12,15,13,15,14,15,14,15,14,15,14,17,17,17,16,15,14,15,15,15,14,15,13,15,15,15,15,15,14,15,15,15,14,15,14,15,15,15,13,15,15,15,14,15,15,15,13,15,11,15,12,15,11,15,13,15,12,15,14,0,0,15,13,15,12,15,13,15,14,15,14,15,14,15,12,15,10
Midlands And East Of England Commissioning Region,,RDE,Colchester Hospital University NHS Foundation Trust,13,11,13,0,13,0,13,12,13,12,13,12,13,12,13,12,13,0,13,0,13,10,13,9,13,9,13,11,13,11,0,0,0,0,13,8,13,12,13,11,13,10,13,10,13,9,13,9,13,7,13,7,13,8,13,8,13,5,13,6,13,5,13,7,13,8,13,12,13,13,13,9,13,10,13,11,13,9,13,7,13,8,13,9,13,11,13,10,13,10,13,9,13,9,13,9,13,11,13,10,13,11,13,12,13,10,13,12,13,11,13,10,13,6,13,10,13,11,13,10,12,11,12,10,13,10,13,11,13,11,13,11,11,10,13,10,13,12,13,12,12,11,13,11,13,11,12,12,13,12,13,12,14,14,13,12,13,12,13,12,14,14,12,12,13,10,11,10,11,11,13,11,13,12,11,11,12,9,11,11,11,9,13,9,13,9,13,10,13,10,13,10,12,12,12,12,13,12,13,10,13,9,11,10
Midlands And East Of England Commissioning Region,,RTG,Derby Hospitals NHS Foundation Trust,0,0,0,0,0,0,0,0,32,22,32,24,45,44,45,43,45,39,45,44,45,41,45,39,45,38,45,32,45,30,45,40,45,35,45,38,45,34,45,40,45,32,45,37,45,34,45,36,45,31,45,35,45,38,45,38,45,36,45,34,45,32,45,31,45,38,45,40,45,40,45,37,45,35,45,34,45,34,45,43,45,37,45,38,45,37,45,45,45,37,45,37,0,0,45,41,45,41,45,38,45,39,45,44,45,39,45,40,45,41,45,36,45,41,45,40,45,36,45,40,45,38,45,41,45,40,45,40,45,43,45,33,45,36,45,37,45,34,45,36,45,33,45,34,45,32,45,32,45,33,45,31,45,31,45,35,45,39,45,31,45,36,45,33,45,37,45,38,45,40,45,41,45,36,45,35,45,37,45,37,45,38,45,33,45,34,45,26,45,29,45,35,45,41,45,41,45,37,45,42,45,34,45,32
Midlands And East Of England Commissioning Region,,RWH,East And North Hertfordshire NHS Trust,20,15,20,10,20,12,20,20,20,15,20,14,20,14,20,13,20,14,20,15,20,15,20,16,20,18,20,20,20,18,0,0,0,0,0,0,0,0,20,15,20,15,20,14,20,20,20,14,20,14,20,12,20,15,20,17,20,18,20,20,20,20,20,17,20,19,20,19,20,20,20,20,20,18,20,18,20,16,20,20,20,18,20,19,20,16,20,17,20,17,20,15,20,20,20,19,20,20,20,20,20,20,20,18,20,20,20,16,20,15,20,17,20,20,20,19,20,18,20,17,20,18,20,19,30,19,20,16,20,17,20,16,20,15,20,16,20,17,20,19,20,19,20,20,20,17,20,14,20,17,0,0,20,14,20,13,20,15,20,15,20,17,20,16,20,20,20,20,20,18,20,17,20,17,20,18,20,17,20,19,20,18,20,17,20,18,20,17,20,18,20,16,20,16,20,15,20,19,20,13,20,16,20,19
Midlands And East Of England Commissioning Region,,RLT,George Eliot Hospital NHS Trust,8,5,8,4,8,4,8,4,8,7,8,7,8,7,8,5,16,11,16,11,16,11,8,7,8,6,8,5,8,6,8,7,8,7,8,7,8,7,8,5,8,7,8,5,8,7,8,5,8,3,8,4,8,4,8,5,8,7,8,7,0,0,8,5,8,6,8,8,8,6,8,6,8,7,8,7,8,7,8,7,8,7,8,6,8,7,8,7,8,7,8,8,8,7,8,5,8,5,8,8,8,7,8,6,8,7,8,6,8,5,8,5,8,8,8,5,8,2,8,4,8,4,8,5,8,3,8,7,8,8,8,7,8,6,8,5,8,5,8,5,8,6,8,5,8,7,8,8,8,6,8,6,8,6,8,5,8,6,8,6,8,4,8,4,8,5,8,7,8,6,8,6,8,6,8,5,8,5,8,6,8,6,8,4,8,4,8,4,8,5,8,5,8,5,8,3,8,5,8,4,8,7,8,7
Midlands And East Of England Commissioning Region,,RR1,Heart Of England NHS Foundation Trust,29,24,29,24,29,21,29,26,29,27,29,22,29,25,29,22,29,24,29,20,29,26,29,25,29,21,29,22,29,23,29,22,29,24,29,25,29,27,29,29,29,26,29,25,0,0,0,0,0,0,29,25,29,26,29,26,29,23,29,23,29,0,29,21,29,27,29,26,29,29,29,29,29,29,29,29,29,25,29,25,29,23,29,19,29,21,29,23,29,20,29,21,29,23,29,21,29,22,29,23,0,0,0,0,0,0,29,21,29,24,29,20,29,21,29,19,29,21,29,20,29,21,29,23,29,21,29,21,0,0,0,0,29,23,29,19,29,0,29,23,29,22,29,25,29,22,29,21,29,22,29,22,29,24,29,24,29,0,29,0,29,18,29,21,29,20,29,16,29,17,29,22,29,23,29,21,29,24,29,21,29,23,29,19,29,0,29,0,29,0,29,19,29,16,29,19,29,20,29,15,29,19,29,14
Midlands And East Of England Commissioning Region,,RQQ,Hinchingbrooke Health Care NHS Trust,9,8,9,8,9,8,9,9,9,9,9,9,9,8,9,8,0,0,0,0,0,0,9,8,9,8,9,8,9,9,9,7,9,3,9,9,9,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,9,9,6,9,8,9,8,9,8,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,7,9,7,9,7,9,8,9,8,9,8,9,8,9,8,9,6,9,7,9,8,9,8,9,8,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,7,9,7,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,9,9,9,9,8,9,8,9,9,9,8,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,8,9,8,9,8,9,6,9,9,9,9,9,7
Midlands And East Of England Commissioning Region,,RGQ,Ipswich Hospital NHS Trust,12,6,12,7,12,7,12,7,12,9,12,8,12,6,12,10,12,12,12,10,12,0,12,9,12,9,12,9,12,9,12,8,12,12,12,12,12,12,12,0,12,10,12,8,12,6,12,6,12,7,12,12,12,12,12,11,12,11,12,11,12,8,12,12,12,12,12,11,12,9,12,10,12,11,12,10,12,9,12,9,12,9,12,9,12,11,12,12,12,11,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,11,12,9,12,10,12,8,12,9,12,8,12,8,12,10,12,9,12,8,12,9,12,9,12,8,12,7,12,7,12,7,12,11,12,12,12,11,12,11,12,8,12,8,12,9,12,8,12,6,12,8,12,8,12,8,12,11,12,9,12,7,12,9,12,8,12,9,12,7,12,6,12,12,12,12,12,8,12,9,12,9,12,11,12,9,12,10,12,12,12,11,12,10,12,9,12,8,12,8
Midlands And East Of England Commissioning Region,,RGP,James Paget University Hospitals NHS Foundation Trust,12,8,0,0,0,0,0,0,12,9,12,10,12,10,12,10,12,10,12,10,12,10,0,0,12,10,12,8,12,9,12,8,12,8,12,8,12,9,12,10,12,12,12,11,12,10,12,10,12,9,12,9,12,11,12,11,12,10,12,11,12,10,12,10,12,10,12,11,12,9,12,9,12,10,12,10,12,8,12,9,12,10,12,9,12,10,12,5,12,5,12,7,12,8,12,8,12,11,12,9,12,10,12,11,12,10,12,8,12,9,12,10,12,10,12,6,12,5,12,7,12,9,12,10,12,11,12,11,12,11,12,10,12,12,12,11,12,11,12,11,12,9,12,8,12,9,12,9,12,8,12,10,12,9,12,10,12,10,12,10,12,9,12,11,12,11,12,8,12,7,12,8,12,9,12,10,12,10,12,10,12,9,12,8,12,9,12,9,12,9,12,8,12,6,12,10,12,10,12,8,12,8,12,8
Midlands And East Of England Commissioning Region,,RNQ,Kettering General Hospital NHS Foundation Trust,12,9,12,7,12,7,12,7,12,9,12,9,12,10,12,10,12,9,12,9,12,9,12,10,12,12,12,8,12,9,12,12,12,12,12,12,12,9,12,10,12,10,12,9,12,9,12,10,12,9,12,10,12,10,12,9,12,11,12,11,12,12,12,11,12,12,12,10,12,12,12,7,12,10,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,11,12,10,12,10,12,12,12,12,12,12,12,11,12,12,12,11,12,9,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,10,12,10,12,11,12,11,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,10,12,11,12,12,12,10,12,10,12,11,12,11,12,10,12,11,12,10,12,12,12,12,12,11,12,11,12,11,12,11,12,12,12,11,12,9,12,12,12,12,12,12
Midlands And East Of England Commissioning Region,,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,18,13,18,13,18,13,18,14,18,13,18,14,18,16,18,14,18,14,18,16,18,15,18,15,18,16,18,15,18,12,18,12,18,11,18,14,18,13,18,10,18,14,18,11,18,11,18,10,18,10,18,10,18,14,18,14,18,13,18,8,18,11,18,14,18,16,18,15,18,17,18,16,18,16,18,13,18,15,18,17,18,17,18,16,18,16,18,14,18,15,18,16,18,15,18,17,18,14,18,13,18,13,18,13,18,10,18,10,18,13,18,13,18,13,18,15,18,15,18,12,18,14,18,15,18,15,18,16,18,16,18,16,18,17,18,17,18,16,18,15,18,15,18,15,18,15,18,16,18,14,18,17,18,12,18,13,18,14,18,13,18,14,18,18,18,14,18,12,18,12,18,12,18,12,18,13,18,15,18,14,18,11,18,15,18,13,18,14,18,14,18,13,18,15,18,12,18,13,18,13,18,13,18,13
Midlands And East Of England Commissioning Region,,RQ8,Mid Essex Hospital Services NHS Trust,8,8,8,8,0,0,0,0,12,10,10,8,11,10,9,8,0,0,0,0,6,6,6,6,12,9,9,8,8,7,0,0,0,0,8,8,8,8,10,7,6,6,8,8,6,6,7,7,4,4,8,8,11,11,11,10,21,17,24,12,24,12,24,12,24,19,22,20,24,21,25,22,24,22,25,23,26,11,25,22,27,20,26,19,22,16,18,15,18,13,23,10,25,20,26,18,25,20,22,18,23,18,23,13,22,7,21,12,25,16,24,16,23,16,21,14,21,15,21,5,22,15,24,17,25,20,24,18,0,0,24,18,24,11,24,18,26,18,24,17,20,15,29,17,29,20,26,7,26,17,21,12,22,11,26,17,26,12,26,12,26,8,23,15,26,15,27,13,25,18,26,16,26,16,24,10,24,18,32,24,27,22,24,18,24,18,24,18,24,18,31,25,26,20,26,22,28,22,28,22,28,22,28,22
Midlands And East Of England Commissioning Region,,RD8,Milton Keynes Hospital NHS Foundation Trust,0,0,9,6,9,7,9,8,9,9,9,9,9,9,9,8,9,7,9,8,9,7,9,8,9,7,9,8,9,8,9,7,9,7,9,7,9,9,9,8,9,9,9,8,9,9,9,9,9,8,9,8,9,8,9,8,9,8,9,6,9,8,9,8,9,8,9,8,9,7,9,8,9,8,9,8,9,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,8,9,8,9,6,9,7,9,7,9,7,9,7,9,8,9,7,9,7,9,3,9,3,9,0,9,9,9,7,9,7,9,9,9,6,9,9,9,9,9,8,9,9,9,8,9,7,9,4,9,7,9,6,9,3,9,6,9,6,9,6,9,8,9,7,9,8,9,4,9,4,9,4,0,0,9,5,9,8,9,8,9,8,9,5,9,6,9,5,9,7,9,7,9,6,9,5,9,5,9,3,9,5,9,7,9,8,9,8,9,9
Midlands And East Of England Commissioning Region,,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,20,17,20,17,20,17,20,14,20,16,20,16,20,16,20,18,20,18,20,17,20,14,20,19,20,18,20,18,20,18,20,18,20,16,20,14,20,20,20,18,20,16,20,14,20,17,20,16,20,0,20,14,20,16,20,19,20,19,20,19,20,14,20,16,20,17,20,19,20,16,20,16,20,16,20,17,20,18,20,17,20,19,20,17,20,17,20,16,20,11,20,12,20,19,20,19,20,16,20,16,20,18,20,17,20,15,20,17,20,18,20,16,20,18,20,19,20,18,20,16,20,18,20,18,20,18,20,19,20,16,20,15,20,13,20,19,20,17,20,16,20,17,20,15,20,16,19,15,20,16,20,16,20,16,24,17,20,20,20,17,20,16,20,17,20,15,20,6,20,17,20,16,20,13,20,6,20,18,20,13,20,18,20,18,20,19,20,14,20,13,20,17,20,14,20,18,20,18,20,19,19,17,20,19
Midlands And East Of England Commissioning Region,,RNS,Northampton General Hospital NHS Trust,16,14,16,12,16,10,16,10,16,14,16,14,16,13,16,11,16,11,16,11,16,13,16,15,16,14,16,14,16,11,16,11,16,11,16,9,16,10,16,11,16,10,16,6,16,7,16,10,16,10,16,11,16,15,16,14,16,14,16,13,16,16,16,16,16,14,16,15,16,15,16,14,16,14,16,14,16,15,16,14,16,14,16,16,16,12,16,11,16,11,16,10,16,12,16,14,16,16,16,13,16,15,16,13,16,12,16,14,16,14,16,16,16,16,16,16,16,16,16,15,16,14,16,15,16,15,16,13,16,13,16,15,16,15,16,15,16,15,16,14,16,14,16,14,16,15,16,14,16,14,16,14,16,12,16,12,16,11,16,11,16,12,16,12,16,15,16,14,16,15,16,15,16,14,16,13,16,14,16,14,16,14,16,14,16,13,16,13,16,11,15,14,16,16,16,16,16,14,16,13,16,13,16,14
Midlands And East Of England Commissioning Region,,RX1,Nottingham University Hospitals NHS Trust,45,44,0,0,0,0,51,50,45,45,45,41,45,44,51,47,0,0,0,0,45,44,45,44,50,49,45,34,45,38,0,0,0,0,45,39,45,44,51,47,45,38,50,48,0,0,45,36,45,40,51,41,50,46,47,45,47,45,47,47,47,47,47,47,52,43,45,42,45,44,45,42,45,45,45,44,47,43,51,46,45,33,45,44,50,46,50,35,50,37,45,44,45,44,45,38,51,51,50,50,50,47,50,46,45,41,50,41,50,47,50,46,45,35,45,39,50,47,45,42,45,42,45,40,52,43,52,39,50,40,50,39,45,34,50,27,50,36,52,40,52,38,52,50,52,49,51,44,45,40,45,40,45,41,51,40,51,40,51,40,51,33,66,54,66,42,66,39,66,42,66,59,66,50,66,39,66,44,66,42,66,42,66,40,66,49,66,52,66,40,66,42,66,58,66,48,66,63,66,62,66,40,66,39
Midlands And East Of England Commissioning Region,,RGM,Papworth Hospital NHS Foundation Trust,39,36,39,31,0,0,0,0,39,37,39,38,39,31,0,0,0,0,0,0,0,0,39,35,39,37,39,35,39,37,39,36,39,31,39,28,39,31,39,35,39,38,39,34,39,30,39,27,39,23,39,25,39,20,39,25,39,34,39,31,39,29,39,25,39,28,39,34,39,32,39,34,39,39,39,37,39,28,39,35,39,37,39,38,39,39,39,38,39,32,39,27,39,32,39,37,39,37,39,36,39,37,39,34,39,29,39,35,39,35,39,36,39,36,39,36,39,34,39,35,39,33,39,32,39,37,39,38,39,38,39,35,39,30,39,34,39,38,39,38,39,38,39,38,39,33,39,28,39,32,39,32,39,39,39,39,39,34,39,35,39,30,39,32,39,34,39,32,39,34,39,36,39,30,39,32,39,28,39,30,39,32,39,38,39,38,39,33,39,26,39,34,39,35,39,37,39,39,39,34,39,35,39,30
Midlands And East Of England Commissioning Region,,RGN,Peterborough And Stamford Hospitals NHS Foundation Trust,13,13,13,13,13,11,13,11,13,12,13,10,13,11,13,11,13,11,13,9,13,9,13,9,13,11,13,11,13,11,13,8,13,9,13,7,13,8,13,13,13,10,13,10,13,10,13,9,13,10,13,8,13,8,13,8,13,11,13,11,13,12,13,10,13,9,13,8,13,9,13,13,13,8,13,9,13,10,14,14,13,11,13,10,13,12,13,12,13,11,13,12,13,13,14,14,13,12,13,12,13,9,13,9,13,9,0,0,13,11,13,10,13,9,13,10,13,8,13,6,13,6,13,8,13,11,13,9,13,7,13,7,13,7,13,9,13,9,13,9,13,7,13,9,13,9,13,8,13,11,13,12,13,10,13,10,13,8,13,8,13,8,13,7,13,8,13,8,13,11,13,9,13,9,13,8,13,9,13,11,13,10,13,9,13,8,13,10,13,9,13,9,13,7,13,8,13,8,13,4,13,5,13,9
Midlands And East Of England Commissioning Region,,RXK,Sandwell And West Birmingham Hospitals NHS Trust,15,11,20,18,20,18,14,14,21,16,17,16,19,18,20,17,19,16,19,16,21,17,18,14,15,10,14,13,17,12,18,14,18,14,17,14,18,15,18,15,20,16,16,12,16,14,16,15,16,15,22,20,20,18,20,19,21,20,17,14,17,12,19,17,18,16,20,17,21,17,17,15,20,18,21,18,19,18,19,17,19,18,21,20,20,19,22,22,20,19,21,20,19,18,19,17,20,16,21,16,15,12,13,10,14,13,17,13,19,16,21,10,21,17,20,19,22,22,21,21,21,20,23,20,23,20,23,22,20,20,20,19,18,16,20,15,20,15,19,17,16,12,19,14,18,16,19,19,22,18,17,16,19,14,15,11,16,15,15,10,16,13,17,12,15,11,14,11,14,11,16,13,16,15,17,14,13,10,18,16,17,16,17,12,15,12,17,14,15,15,17,17,18,18,21,20,22,19,21,17,17,15,16,13
Midlands And East Of England Commissioning Region,,RK5,Sherwood Forest Hospitals NHS Foundation Trust,11,8,11,7,11,8,11,10,11,9,11,7,11,9,11,9,11,11,13,13,11,8,12,12,11,11,12,12,14,14,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,7,13,13,14,14,14,14,13,13,13,13,13,13,11,11,11,11,11,11,12,12,11,11,11,11,11,10,11,11,11,9,11,5,11,9,11,8,11,10,11,9,11,10,11,11,11,11,11,11,11,10,12,12,13,13,12,12,11,11,11,10,12,12,12,12,13,13,13,12,13,13,13,13,12,12,12,12,11,9,11,8,12,12,12,12,12,11,12,11,13,13,13,13,11,11,11,10,11,11,11,9,11,10,11,7,11,5,11,5,11,8,11,5,11,5,11,6,11,7,11,6,11,7,11,10,11,8,11,9,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,8,11,8,11,11,11,11,11,11
