,,,,30-Nov-15,,01-Dec-15,,02-Dec-15,,03-Dec-15,,05-Dec-15,,07-Dec-15,,08-Dec-15,,09-Dec-15,,10-Dec-15,,12-Dec-15,,14-Dec-15,,15-Dec-15,,16-Dec-15,,17-Dec-15,,19-Dec-15,,21-Dec-15,,22-Dec-15,,23-Dec-15,,26-Dec-15,,29-Dec-15,,30-Dec-15,,02-Jan-16,,04-Jan-16,,05-Jan-16,,06-Jan-16,,07-Jan-16,,09-Jan-16,,11-Jan-16,,12-Jan-16,,13-Jan-16,,14-Jan-16,,16-Jan-16,,18-Jan-16,,19-Jan-16,,20-Jan-16,,21-Jan-16,,23-Jan-16,,25-Jan-16,,26-Jan-16,,27-Jan-16,,28-Jan-16,,30-Jan-16,,01-Feb-16,,02-Feb-16,,03-Feb-16,,04-Feb-16,,06-Feb-16,,08-Feb-16,,09-Feb-16,,10-Feb-16,,11-Feb-16,,13-Feb-16,,15-Feb-16,,16-Feb-16,,17-Feb-16,,18-Feb-16,,20-Feb-16,,22-Feb-16,,23-Feb-16,,24-Feb-16,,25-Feb-16,,27-Feb-16,
Derbyshire And Nottinghamshire Area Team,,RX1,Nottingham University Hospitals NHS Trust,52,48,47,41,45,40,50,37,52,50,52,48,50,45,45,40,45,34,50,42,50,50,50,49,50,49,51,44,52,50,52,48,50,47,50,37,50,37,45,40,50,44,51,38,50,40,50,50,52,50,47,38,50,48,50,50,45,45,45,43,50,46,52,48,50,47,52,46,52,50,50,44,52,47,45,43,45,45,50,49,45,41,45,41,45,43,50,40,45,41,45,44,50,42,50,46,47,44,45,43,45,33,50,47,50,44,50,43,45,45,50,42,45,37,45,40,45,43,45,42,45,41,45,35
"Devon, Cornwall And Isles Of Scilly Area Team",,RA9,South Devon Healthcare NHS Foundation Trust,8,6,8,6,8,6,8,7,8,6,8,5,8,4,8,6,8,6,8,6,8,7,8,8,8,8,8,8,8,6,8,6,8,7,8,7,8,7,8,7,8,6,8,7,8,6,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7,8,7,8,8,8,5,8,6,8,8,8,8,8,8,8,6,8,7,8,7,8,7,8,7,8,6,8,6,8,7,8,5,8,7,8,8,8,7,8,8,8,8,8,7,8,8,8,7,8,7,8,8,8,7,8,8
"Devon, Cornwall And Isles Of Scilly Area Team",,RBZ,Northern Devon Healthcare NHS Trust,12,11,12,11,12,11,12,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,11,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,11,12,10,12,11,12,12,12,9,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,12,11,12,11,12,12,12,11,12,11,12,12,12,12,12,11,12,11,12,11,12,12,12,12,12,12,12,11,12,9,12,10,12,11,12,11,12,10,12,10,12,10,12,11,12,10,12,11,12,10
"Devon, Cornwall And Isles Of Scilly Area Team",,REF,Royal Cornwall Hospitals NHS Trust,15,11,15,11,15,12,15,14,15,11,15,12,15,14,15,14,15,15,15,13,15,15,15,14,15,14,15,12,15,12,15,13,15,14,15,15,-,-,15,11,15,10,15,10,15,14,15,14,15,13,15,11,15,10,15,12,15,12,15,12,15,12,15,11,15,13,15,13,15,14,15,12,15,15,15,12,15,12,15,12,15,13,15,14,15,14,15,12,15,14,15,15,15,13,15,12,15,11,15,13,15,13,15,12,15,13,15,14,15,13,15,15,15,12,15,12,15,13,15,13,15,13,15,14
"Devon, Cornwall And Isles Of Scilly Area Team",,RH8,Royal Devon And Exeter NHS Foundation Trust,25,21,25,20,25,17,25,19,25,20,25,21,25,18,25,14,25,20,25,22,25,17,25,19,25,21,25,20,25,22,25,22,25,19,25,16,25,22,25,23,25,20,25,22,25,23,25,21,25,21,25,24,25,21,25,20,25,20,25,20,25,17,25,19,25,22,25,22,25,21,25,21,25,19,25,18,25,20,25,23,25,23,25,20,25,18,25,19,25,18,25,21,25,18,25,20,25,19,25,22,25,19,25,20,25,18,25,21,25,20,25,16,25,18,25,18,25,21,25,20,26,26,25,23
"Devon, Cornwall And Isles Of Scilly Area Team",,RK9,Plymouth Hospitals NHS Trust,42,21,42,29,42,29,42,27,42,22,42,27,42,26,42,34,42,23,42,32,42,25,42,26,42,27,42,24,42,24,42,26,42,27,42,30,42,21,42,27,42,30,42,25,42,28,42,30,42,34,42,32,42,25,42,28,42,28,42,35,42,31,42,23,42,26,42,30,42,28,42,28,42,29,42,28,42,35,42,34,42,36,42,28,42,31,42,33,42,32,42,33,42,24,42,30,42,30,42,33,42,31,42,29,42,29,42,32,42,28,42,26,42,27,42,31,42,27,42,26,42,29,42,27
"Durham, Darlington And Tees Area Team",,RTR,South Tees Hospitals NHS Foundation Trust,64,52,65,53,66,50,66,59,63,53,63,58,69,56,70,65,67,58,59,50,65,53,68,60,66,57,63,56,62,47,66,50,69,56,65,53,60,41,63,48,66,55,63,47,67,57,65,58,69,62,68,59,64,53,69,58,69,59,68,61,65,61,62,49,66,56,67,58,65,51,67,57,64,53,65,53,65,56,68,53,66,55,60,43,64,48,64,52,66,54,66,61,62,56,65,56,63,59,64,58,64,61,61,51,63,56,65,62,66,58,65,55,62,55,69,57,65,58,66,57,66,60,66,49
"Durham, Darlington And Tees Area Team",,RVW,North Tees And Hartlepool NHS Foundation Trust,16,10,16,10,16,8,16,9,16,11,16,10,16,9,16,7,16,7,16,5,16,5,16,3,16,7,16,7,16,8,16,9,16,8,16,6,16,12,16,10,16,11,16,13,16,14,16,14,16,12,16,15,16,13,16,15,16,16,16,13,16,12,16,13,16,13,16,14,16,13,16,11,16,11,16,10,16,12,16,10,16,10,16,14,16,12,16,13,16,11,16,11,16,13,16,13,16,15,16,15,16,12,16,12,16,13,16,11,16,11,16,9,16,12,16,9,16,11,16,13,16,13,16,11
"Durham, Darlington And Tees Area Team",,RXP,County Durham And Darlington NHS Foundation Trust,21,17,21,16,21,18,21,16,21,13,21,13,21,16,21,15,21,14,21,15,21,18,21,17,21,13,21,13,21,17,21,16,21,15,21,15,21,14,0,0,21,12,0,0,21,18,21,17,21,17,21,17,21,18,21,18,21,16,21,17,21,17,21,13,21,16,21,14,21,17,21,18,21,17,21,16,21,16,21,16,21,18,21,15,21,17,21,16,21,18,21,18,21,17,21,19,21,18,21,20,21,17,21,17,21,17,21,18,21,18,21,18,21,17,21,17,21,17,21,18,21,18,21,17
East Anglia Area Team,,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",13,11,13,11,13,9,13,11,13,8,13,7,13,6,13,7,13,9,13,5,13,9,13,10,13,6,13,8,13,10,13,7,13,7,13,7,13,10,13,10,12,7,13,11,12,12,12,11,13,11,13,10,13,8,13,10,13,9,12,11,13,11,13,7,13,9,13,9,13,12,13,7,13,12,13,11,13,12,13,12,13,11,10,10,12,10,13,11,13,12,12,9,13,8,13,8,13,10,13,7,13,8,13,8,13,8,13,6,13,6,13,7,13,9,13,9,13,7,13,7,13,9,13,12
East Anglia Area Team,,RGM,Papworth Hospital NHS Foundation Trust,-,-,0,0,39,32,39,35,-,-,39,29,39,30,39,31,39,34,39,33,39,36,39,38,39,36,39,39,39,32,39,37,39,35,39,33,39,25,39,32,39,33,39,25,39,32,39,28,39,31,39,35,39,27,39,31,39,36,39,37,39,36,39,24,39,31,39,37,39,30,39,35,39,26,39,28,39,34,39,36,39,35,39,24,39,34,39,31,39,31,39,33,39,24,39,28,39,29,39,31,39,33,39,27,39,32,39,34,39,34,39,36,39,29,39,36,39,30,39,32,39,33,39,29
East Anglia Area Team,,RGN,Peterborough And Stamford Hospitals NHS Foundation Trust,11,11,12,9,12,9,9,9,12,11,12,11,13,13,13,9,13,11,12,10,12,9,12,10,12,10,13,10,13,10,13,9,13,13,13,10,13,10,13,9,13,10,13,10,11,7,11,10,13,9,13,9,13,9,13,10,13,9,13,8,13,8,13,11,13,12,13,12,13,10,13,11,13,11,13,12,13,10,13,11,13,9,13,11,13,9,13,10,13,11,13,11,13,8,13,9,13,10,13,9,13,10,13,11,13,10,13,11,13,10,13,9,13,9,13,10,13,8,13,7,13,9,13,6
East Anglia Area Team,,RGP,James Paget University Hospitals NHS Foundation Trust,12,8,12,8,12,8,12,10,12,10,12,11,12,11,12,12,12,12,12,9,12,10,12,10,12,9,12,7,12,10,12,8,12,10,12,10,12,8,12,8,12,9,12,10,12,11,12,10,12,10,12,12,12,10,12,10,12,12,19,19,12,10,12,9,12,9,12,8,12,10,12,10,12,9,12,9,12,9,12,8,12,8,12,6,12,10,12,9,12,9,12,10,12,7,12,11,12,11,12,9,12,10,12,11,12,10,12,9,12,9,12,9,12,10,12,10,12,10,12,8,12,9,12,8
East Anglia Area Team,,RGQ,Ipswich Hospital NHS Trust,12,8,12,8,12,8,12,9,12,7,12,8,12,6,12,6,12,8,12,6,12,6,12,7,12,7,12,8,12,12,12,12,12,9,12,11,12,10,12,10,12,10,12,8,12,6,12,6,12,6,12,4,12,10,12,10,12,10,12,10,12,10,12,7,12,8,12,8,12,8,12,6,12,8,12,8,12,8,12,7,12,7,12,7,12,7,12,8,12,10,12,7,12,11,12,12,12,12,12,11,12,11,12,9,12,9,12,8,12,8,12,10,12,9,12,10,12,10,12,8,12,8,12,12
East Anglia Area Team,,RGR,West Suffolk NHS Foundation Trust,10,10,10,10,9,9,9,8,9,6,9,5,9,5,9,4,9,5,9,4,9,3,9,7,9,7,9,6,9,6,9,7,9,8,9,9,9,9,9,1,9,8,9,7,9,7,9,8,9,7,9,6,9,6,9,8,9,8,9,9,9,8,9,8,9,8,9,8,9,6,9,7,9,4,9,6,9,9,9,1,9,5,9,7,9,6,9,6,9,6,9,5,9,6,9,8,9,8,9,6,9,9,9,8,9,8,9,8,9,9,9,8,9,9,9,9,9,9,9,8,9,5,9,4
East Anglia Area Team,,RGT,Cambridge University Hospitals NHS Foundation Trust,53,47,53,48,53,50,53,48,53,46,53,47,53,44,53,45,53,48,53,49,53,48,53,49,53,47,53,48,53,43,53,45,53,49,53,46,50,48,53,48,53,47,53,48,53,49,53,46,53,45,53,52,53,51,50,49,50,49,50,46,50,49,50,45,50,48,50,45,50,46,50,46,50,48,50,49,50,49,50,49,50,49,50,46,50,46,50,46,50,50,50,47,50,48,50,50,51,51,50,49,50,50,50,49,50,48,50,48,50,49,50,47,50,49,52,48,52,50,52,49,52,52,52,46
East Anglia Area Team,,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,-,-,20,16,20,17,20,17,20,13,20,17,20,18,20,16,20,16,20,18,20,15,-,-,20,19,20,18,20,16,20,18,20,17,20,13,20,14,20,17,20,18,20,15,20,17,-,-,20,18,20,17,20,18,20,19,20,19,20,19,20,18,20,17,20,19,20,17,20,18,20,17,20,17,20,19,20,20,20,20,20,19,20,20,20,19,20,18,20,18,20,18,20,18,20,16,20,19,20,20,20,18,20,15,20,17,20,19,20,17,20,19,20,18,20,17,20,19,20,20,20,19,20,19
East Anglia Area Team,,RQQ,Hinchingbrooke Health Care NHS Trust,9,8,9,9,9,8,9,9,9,9,9,8,9,8,9,9,9,6,9,6,9,6,9,5,9,5,9,7,9,9,9,9,9,8,9,8,9,7,9,7,9,8,9,5,9,9,9,9,9,9,9,8,9,8,9,8,9,8,9,9,9,9,9,8,9,8,9,8,9,8,9,8,9,9,9,8,9,8,9,8,9,8,9,9,9,7,0,0,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,8,9,8,9,8,9,8,9,8,9,8,9,9,9,8,9,7,9,9
Essex Area Team,,RAJ,Southend University Hospital NHS Foundation Trust,27,23,27,23,27,24,27,22,27,19,28,24,27,24,27,24,27,26,27,25,27,24,27,22,27,25,27,22,27,25,27,23,27,24,27,23,27,25,27,26,27,27,27,24,27,24,27,25,27,26,27,26,27,27,27,26,27,25,27,26,27,27,27,24,27,25,27,25,27,26,27,26,27,26,27,26,27,26,27,26,27,26,27,26,27,26,27,26,27,25,27,24,27,23,27,22,27,27,27,25,27,26,27,21,27,26,27,27,27,23,27,21,27,21,27,23,27,20,27,19,27,23,27,21
Essex Area Team,,RDD,Basildon And Thurrock University Hospitals NHS Foundation Trust,34,23,34,34,34,34,34,34,34,30,34,29,34,28,34,32,34,29,34,33,0,0,34,29,34,30,34,28,34,29,34,30,34,27,34,25,34,25,34,31,34,30,34,27,34,29,34,32,34,29,34,29,34,30,34,29,34,30,34,30,34,28,34,28,34,31,34,29,34,29,34,32,34,34,34,34,34,34,34,32,34,33,34,33,34,33,34,33,34,32,34,32,34,29,34,34,34,34,34,32,34,30,34,25,34,30,34,31,34,34,34,33,34,28,34,31,34,31,34,32,34,32,34,32
Essex Area Team,,RDE,Colchester Hospital University NHS Foundation Trust,13,9,13,9,13,10,13,9,13,8,13,8,13,7,13,8,13,9,13,7,13,6,13,8,13,10,13,11,13,11,13,10,13,12,13,12,13,9,13,8,13,11,13,9,13,9,13,8,13,11,13,11,13,10,13,12,13,13,13,9,13,12,13,11,13,12,13,10,13,8,13,10,13,11,13,11,13,11,13,11,13,13,13,11,13,13,13,12,13,12,13,13,13,11,13,12,13,11,13,12,13,12,14,14,13,11,13,13,13,12,13,11,13,11,14,14,13,13,13,12,13,12,12,11
Essex Area Team,,RQ8,Mid Essex Hospital Services NHS Trust,24,17,24,18,24,19,24,19,24,15,24,15,24,18,24,17,24,15,24,17,24,17,24,18,24,19,24,18,24,10,24,12,24,13,24,17,18,14,18,15,24,16,24,16,24,17,24,20,24,19,24,21,24,17,24,12,24,17,24,18,24,17,24,18,24,19,24,18,24,21,24,19,24,18,24,16,24,19,24,20,24,17,24,19,24,20,24,21,24,19,-,-,24,16,24,19,24,19,24,21,24,21,24,19,24,19,24,20,24,19,24,17,24,18,24,16,24,19,24,21,24,14,24,21
Essex Area Team,,RQW,The Princess Alexandra Hospital NHS Trust,9,7,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9
Greater Manchester Area Team,,RBV,The Christie NHS Foundation Trust,8,6,8,4,8,5,8,5,8,1,8,2,8,3,8,5,8,5,8,2,8,2,8,4,8,3,8,3,8,1,8,3,8,3,8,5,8,2,8,3,8,3,8,2,8,4,8,3,8,2,8,4,8,3,8,6,8,3,8,4,8,5,8,5,8,6,7,6,7,7,7,7,8,2,8,3,8,6,8,4,8,4,8,2,8,4,8,4,8,5,8,6,8,3,8,6,8,3,8,3,8,6,8,2,8,6,8,5,8,4,8,5,8,4,8,7,8,5,8,8,8,5,8,2
Greater Manchester Area Team,,RM2,University Hospital Of South Manchester NHS Foundation Trust,37,35,40,39,40,40,44,43,41,40,44,44,37,36,38,38,40,40,47,40,42,39,43,42,41,40,43,43,41,39,37,36,39,38,36,35,29,29,37,36,36,36,39,38,39,39,42,42,41,40,44,44,39,38,41,41,37,37,39,38,39,39,43,43,38,38,37,37,38,37,40,39,41,41,39,39,39,38,37,36,43,41,39,35,39,39,39,37,39,38,40,39,36,36,41,41,40,40,37,37,37,36,40,39,38,36,42,40,42,42,40,39,40,38,39,37,41,41,43,42,39,35,30,29
Greater Manchester Area Team,,RM3,Salford Royal NHS Foundation Trust,43,39,43,38,43,39,43,38,43,38,43,41,43,38,45,43,43,40,43,38,43,42,43,39,43,40,43,41,43,40,45,43,43,42,45,44,43,39,43,39,-,-,43,37,45,44,45,44,45,44,43,42,43,40,45,44,45,43,43,41,45,43,45,43,45,43,45,43,45,45,45,45,45,45,45,43,45,43,43,41,43,39,43,35,43,36,43,42,43,37,43,31,45,43,43,42,43,27,43,42,43,41,45,43,48,47,48,46,48,47,48,48,45,45,45,45,45,45,45,43,48,46,45,42
Greater Manchester Area Team,,RMC,Bolton NHS Foundation Trust,18,16,18,18,18,17,18,14,18,15,18,15,18,17,18,17,18,17,18,17,18,17,18,17,18,18,18,16,18,18,18,18,18,18,18,14,18,17,18,14,18,13,18,17,18,17,18,18,18,17,18,16,18,16,18,17,18,18,18,17,18,18,18,18,18,18,18,18,18,14,18,14,18,14,18,16,18,17,18,15,18,15,18,14,18,14,18,14,18,16,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,15,18,18,18,18,18,17,18,15,18,16,18,18,18,15
Greater Manchester Area Team,,RMP,Tameside Hospital NHS Foundation Trust,9,9,9,8,9,9,9,9,9,9,9,8,-,-,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,8,9,8,9,8,9,9,9,9,9,9,9,9,11,11,10,10,10,10,11,11,9,9,9,7,9,8,-,-,9,8,-,-,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,8,9,8
Greater Manchester Area Team,,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust",11,10,11,10,11,11,11,11,11,8,11,9,11,9,11,8,11,7,11,6,11,5,11,5,11,5,11,6,11,6,11,7,11,6,11,4,11,7,11,8,11,9,11,8,11,11,11,10,11,9,11,8,11,7,11,5,11,7,11,7,11,6,11,7,11,4,11,5,11,4,11,4,11,6,11,9,11,10,11,9,11,8,11,9,11,9,11,9,11,7,11,4,11,5,11,6,11,6,11,6,11,7,11,9,11,9,11,8,11,6,11,7,11,4,11,5,11,5,11,8,11,9,11,7
Greater Manchester Area Team,,RW3,Central Manchester University Hospitals NHS Foundation Trust,51,47,51,49,53,52,51,47,51,50,53,53,53,53,51,50,51,49,51,49,51,50,52,51,51,49,51,51,52,48,52,50,51,47,51,47,51,38,51,41,51,38,53,41,53,47,53,49,54,54,54,52,53,44,53,50,53,49,53,50,53,52,53,45,53,49,53,46,55,54,54,51,53,44,54,52,53,49,53,50,53,47,54,51,53,51,53,49,53,48,53,51,53,46,53,48,53,52,53,49,53,50,53,37,53,48,53,49,53,49,53,44,53,44,53,49,54,53,53,51,53,50,53,42
Greater Manchester Area Team,,RW6,Pennine Acute Hospitals NHS Trust,34,33,34,34,34,33,34,29,34,30,34,32,34,32,34,29,34,31,34,30,34,30,34,32,34,28,34,29,34,30,34,30,34,28,34,27,34,26,34,31,34,33,34,30,34,32,34,30,34,32,34,30,34,34,34,33,34,30,34,30,34,31,34,28,34,31,34,31,34,30,34,33,34,32,34,33,34,33,34,34,34,34,34,33,34,31,34,30,34,33,34,34,34,30,34,31,34,31,34,31,34,30,34,29,34,31,34,29,34,29,34,29,34,26,34,25,34,29,34,32,34,27,34,29
Greater Manchester Area Team,,RWJ,Stockport NHS Foundation Trust,12,7,13,7,13,8,13,12,13,12,13,12,13,10,13,11,13,12,13,13,13,11,13,11,13,11,13,11,13,10,13,13,13,10,13,9,13,8,13,9,13,9,13,11,13,13,13,12,13,12,13,10,13,10,13,12,13,12,13,12,13,12,13,10,13,11,13,13,13,13,13,12,13,12,13,13,14,14,13,12,13,11,13,12,13,13,13,11,13,12,13,12,13,12,13,13,13,11,13,11,13,11,13,11,13,12,13,12,13,12,13,13,13,12,13,12,13,13,13,12,13,13,13,13
Hertfordshire And The South Midlands Area Team,,RC1,Bedford Hospital NHS Trust,11,5,11,8,11,7,11,7,11,7,11,7,11,8,11,7,11,8,11,7,11,9,11,6,11,7,11,10,11,6,11,6,11,6,11,5,11,5,11,6,11,8,11,11,11,9,11,9,11,10,11,7,11,9,11,9,11,7,11,7,11,8,11,10,11,10,11,9,11,7,11,9,11,8,11,9,11,9,11,10,11,11,11,8,11,10,11,9,11,8,11,7,11,7,11,9,11,7,11,9,11,6,11,8,11,9,11,9,11,9,11,8,11,8,11,8,11,10,11,9,11,7,11,7
Hertfordshire And The South Midlands Area Team,,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,21,18,21,17,21,18,21,18,21,18,22,19,21,17,21,17,22,19,21,18,23,20,22,17,22,19,21,16,21,18,21,14,21,12,21,15,21,14,21,15,21,14,21,14,21,16,24,19,26,20,22,17,25,18,24,18,23,18,22,18,23,18,24,15,22,16,24,19,26,20,25,17,21,15,21,13,21,11,21,13,17,15,17,15,17,16,17,15,18,15,17,15,17,17,17,17,17,16,17,17,17,14,17,16,17,15,17,17,17,17,17,17,17,14,17,15,17,17,17,15,17,15,17,15
Hertfordshire And The South Midlands Area Team,,RD8,Milton Keynes Hospital NHS Foundation Trust,9,8,9,8,9,6,9,8,9,8,9,9,9,8,9,8,9,8,9,8,9,9,9,8,9,8,9,6,9,7,9,7,9,9,9,9,9,5,9,5,9,7,9,8,9,6,9,9,9,8,9,8,9,9,9,9,9,9,9,7,9,7,9,5,9,5,9,6,9,7,9,9,9,8,9,7,9,8,9,8,9,8,9,8,9,8,9,8,9,7,9,6,9,6,9,6,9,6,9,5,9,6,9,8,9,8,9,6,9,7,9,6,9,8,9,8,9,9,9,8,9,7,9,8
Hertfordshire And The South Midlands Area Team,,RNQ,Kettering General Hospital NHS Foundation Trust,12,11,12,10,12,10,12,11,12,11,12,12,12,10,12,10,12,11,12,11,12,11,12,11,12,11,12,11,12,9,12,11,12,10,12,11,12,11,12,8,12,8,12,9,12,10,12,12,12,12,12,12,12,11,12,10,12,11,12,12,12,11,12,12,12,12,12,10,12,11,12,11,12,11,12,12,12,12,12,12,12,12,12,9,12,9,12,10,12,10,12,10,12,12,12,11,12,11,12,10,12,10,12,9,12,8,12,9,12,8,12,10,12,8,12,10,12,10,12,11,12,12,12,10
Hertfordshire And The South Midlands Area Team,,RNS,Northampton General Hospital NHS Trust,16,13,16,14,16,16,16,15,16,13,16,15,16,15,16,16,16,15,16,14,16,16,16,15,16,15,16,14,16,11,16,11,16,15,16,12,16,14,16,13,16,16,16,13,16,14,16,15,16,14,16,15,16,14,16,15,16,11,16,12,16,11,16,12,16,15,16,15,16,15,16,14,16,14,16,13,16,15,16,14,16,16,16,14,16,13,16,12,16,10,16,9,16,12,16,15,16,16,16,14,16,11,16,14,16,16,16,15,16,16,16,15,16,16,16,14,16,12,16,14,16,14,16,14
Hertfordshire And The South Midlands Area Team,,RWG,West Hertfordshire Hospitals NHS Trust,18,18,17,17,18,18,17,17,16,16,17,17,15,15,17,17,15,15,19,19,18,18,16,16,17,17,17,17,15,15,15,15,15,14,12,12,19,15,16,15,12,12,17,17,18,17,19,19,19,19,19,19,16,16,18,18,19,18,19,19,18,17,19,19,17,17,17,17,17,17,17,17,17,16,17,17,16,16,17,17,16,16,16,16,17,16,17,17,17,17,17,17,15,15,16,16,16,16,17,16,16,16,16,16,15,15,15,15,14,14,15,15,19,19,13,13,15,13,3,1,16,16,15,15
Hertfordshire And The South Midlands Area Team,,RWH,East And North Hertfordshire NHS Trust,20,15,20,17,20,15,20,14,20,11,20,14,20,14,20,16,20,17,20,14,20,15,20,17,20,17,20,16,20,14,20,15,20,17,20,18,20,17,20,16,20,13,20,15,20,18,20,19,20,18,20,19,20,18,20,19,20,18,20,19,20,19,20,14,20,13,20,16,20,14,20,16,20,18,20,16,20,17,20,16,20,15,20,18,20,18,20,19,20,16,20,19,20,18,20,15,20,17,20,20,20,18,20,18,20,17,20,17,20,18,20,13,-,-,20,19,20,20,20,19,20,20,20,19
Kent And Medway Area Team,,RN7,Dartford And Gravesham NHS Trust,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,7,10,8,10,7,10,8,10,10,10,10,10,10,10,10,10,9,10,9,10,6,10,8,10,8,10,9,10,9,10,10,10,9,10,9,10,8,10,10,10,10,10,10,10,9,10,10,10,8,10,9,10,8,10,10,10,8,10,10,10,9,10,8,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,10,9,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,9
Kent And Medway Area Team,,RPA,Medway NHS Foundation Trust,29,29,29,26,29,27,29,27,29,27,29,27,29,25,29,26,29,27,29,24,29,26,29,25,29,29,29,26,29,29,29,29,29,25,29,18,29,25,29,26,29,28,29,26,29,27,29,28,29,28,29,26,29,29,29,29,29,28,29,28,29,28,29,26,29,28,29,29,29,29,29,29,29,3,29,29,29,29,29,29,29,28,29,29,29,29,29,29,29,28,29,24,29,27,29,28,29,28,29,2,29,27,29,28,29,24,29,25,29,26,29,29,29,29,29,29,29,28,29,29,29,27,29,29
Kent And Medway Area Team,,RVV,East Kent Hospitals University NHS Foundation Trust,25,25,25,24,25,25,25,23,25,24,25,24,25,25,25,25,25,25,25,22,25,20,25,22,25,23,25,22,25,22,25,23,25,23,25,20,25,25,25,24,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,24,25,23,25,24,25,25,25,25,25,25,25,24,25,25,25,22,25,21,25,25,25,25,25,24,25,25,25,25,25,24,25,25,25,25,25,22,25,25,25,25,25,25,25,20,25,22,25,23,25,23,25,25,25,24,25,24,25,25,25,25,25,24,25,25,25,25
Kent And Medway Area Team,,RWF,Maidstone And Tunbridge Wells NHS Trust,16,16,16,13,16,15,16,16,16,13,16,12,16,12,16,14,16,14,16,12,16,13,16,14,16,14,16,13,16,14,16,13,16,13,16,14,16,13,16,14,16,14,16,14,16,15,16,14,16,16,16,15,16,14,16,14,16,14,16,14,16,15,16,13,16,15,16,14,16,14,16,15,16,15,16,16,16,16,16,16,16,14,16,15,16,14,16,16,16,16,16,16,16,14,16,15,16,15,16,16,16,16,16,14,16,14,16,15,16,15,16,14,16,14,16,14,16,16,16,16,16,15,16,14
Lancashire Area Team,,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,34,30,34,29,34,31,34,28,34,25,34,28,34,30,34,27,34,32,34,21,34,25,34,31,34,27,34,28,34,21,34,22,34,24,34,26,34,12,34,18,34,24,34,22,34,31,34,32,34,28,34,30,34,22,34,31,34,27,34,31,34,29,34,21,34,30,34,32,34,29,34,33,34,30,34,32,34,30,34,30,34,30,34,33,34,29,34,34,34,30,34,31,34,29,34,32,34,32,34,33,34,33,34,24,34,29,34,27,34,29,34,28,34,27,34,32,34,28,34,30,34,32,34,21
Lancashire Area Team,,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,28,24,28,26,28,26,28,26,28,27,28,27,28,27,28,25,28,25,28,25,28,25,28,25,28,25,28,25,28,24,28,24,28,24,28,24,28,28,28,26,28,26,28,24,28,24,28,28,28,24,28,25,28,23,28,25,28,25,28,23,28,24,28,24,28,25,28,26,28,23,28,23,28,27,28,27,28,24,28,24,28,24,28,25,28,24,28,24,28,24,28,27,28,27,28,26,28,26,28,24,28,23,28,26,28,24,28,24,28,25,28,25,28,25,28,25,28,25,28,25,28,25,28,26
Lancashire Area Team,,RXR,East Lancashire Hospitals NHS Trust,24,17,24,21,24,21,24,22,24,10,24,19,24,19,24,18,24,18,24,18,24,21,24,19,24,18,24,19,24,12,24,20,24,19,24,22,24,17,24,20,24,17,24,20,24,21,24,23,24,23,24,22,24,17,24,22,24,22,24,20,24,16,24,20,24,22,24,24,24,16,24,19,24,18,24,22,24,22,24,21,24,22,24,21,24,21,24,21,24,22,24,20,24,20,24,22,24,22,24,20,24,19,24,24,24,22,24,20,24,17,24,20,24,20,24,18,24,19,24,18,24,23,24,16
